identifiant,metier,competences
147jhqw,technicien de maintenance informatique,configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . renseigner le support de suivi de intervention et transmettre le information au service concerner
147jlyv,technicien de maintenance informatique,configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . renseigner le support de suivi de intervention et transmettre le information au service concerner
147jqrr,technicien de maintenance informatique,changer ou réparer un élément ou un ensemble défectueux . configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement
147jwkm,technicien de maintenance informatique,configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . renseigner le support de suivi de intervention et transmettre le information au service concerner . sens de le communication . autonomie . rigueur
147kkwb,technicien de maintenance informatique,configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . renseigner le support de suivi de intervention et transmettre le information au service concerner
147kkwl,technicien de maintenance informatique,réactivité . sens de le communication . sens de le organisation
141tqfk,technicien de maintenance informatique,sens de le communication . autonomie . sens de le organisation
145rhxh,technicien de maintenance informatique,configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . renseigner le support de suivi de intervention et transmettre le information au service concerner . capacité de adaptation . gestion de stress . autonomie
145vfgz,technicien de maintenance informatique,"dater integrity sur gamp5 guide . gmao , pack office , as 400 , fichier excel plus macro . réglementation bpx sur fda 21cfr part 11 /. changer ou réparer un élément ou un ensemble défectueux . configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . capacité de adaptation . réactivité . travail en équipe"
145yyhn,technicien de maintenance informatique,changer ou réparer un élément ou un ensemble défectueux . configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement
145zcwd,technicien de maintenance informatique,"maîtrise de le suite office . pratique de l¿anglai technique . automatisme . caractéristique de dossier de maintenance . caractéristique de dossier technique . identifier un modalité de intervention . installer un équipement électronique . présenter un nouveau produit ou modèle . renseigner le support de suivi de intervention et transmettre le information au service concerner . réparer le installation par le remplacement et le remise en état de dispositif électrique , électronique , mécanique , pneumatique , hydraulique . saisir le réinitialisation ou le modification de programme de automatisation et le transférer vers un automate programmable . réactivité . travail en équipe . rigueur"
146cmgp,technicien de maintenance informatique,changer ou réparer un élément ou un ensemble défectueux . configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . gestion de stress . sens de le communication . rigueur
146hjyh,technicien de maintenance informatique,changer ou réparer un élément ou un ensemble défectueux . configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . renseigner le support de suivi de intervention et transmettre le information au service concerner
146ywlj,technicien de maintenance informatique,configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . renseigner le support de suivi de intervention et transmettre le information au service concerner
147bgnh,technicien de maintenance informatique,configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . renseigner le support de suivi de intervention et transmettre le information au service concerner . capacité de adaptation . réactivité . autonomie
147bgps,technicien de maintenance informatique,configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . renseigner le support de suivi de intervention et transmettre le information au service concerner . capacité de adaptation . réactivité . autonomie
147bgqk,technicien de maintenance informatique,configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . renseigner le support de suivi de intervention et transmettre le information au service concerner . capacité de adaptation . réactivité . autonomie
147bgrp,technicien de maintenance informatique,configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . renseigner le support de suivi de intervention et transmettre le information au service concerner . capacité de adaptation . réactivité . autonomie
147hdww,technicien de maintenance informatique,configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . renseigner le support de suivi de intervention et transmettre le information au service concerner . travail en équipe . autonomie . sens de le organisation
147hvpp,technicien de maintenance informatique,capacité de adaptation . travail en équipe . sens de le organisation
147jgdr,technicien de maintenance informatique,changer ou réparer un élément ou un ensemble défectueux . configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement
147jztj,technicien de maintenance informatique,changer ou réparer un élément ou un ensemble défectueux . configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . discrétion . gestion informatique . organisation . travail en équipe . sens de le organisation . rigueur
144ryzp,technicien de maintenance informatique,confidentialité et discrétion . configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . disponible et accessible . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . renseigner le support de suivi de intervention et transmettre le information au service concerner . sens de service public . autonomie . sens de le organisation . sens de le communication
145hvvl,technicien de maintenance informatique,configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . renseigner le support de suivi de intervention et transmettre le information au service concerner . autonomie
146jrsh,technicien de maintenance informatique,configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . renseigner le support de suivi de intervention et transmettre le information au service concerner
146rkwl,technicien de maintenance informatique,configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . renseigner le support de suivi de intervention et transmettre le information au service concerner . autonomie
133drmj,technicien de maintenance informatique,"expérience en maintenance photocopieur . informatique . micro-informatique . changer ou réparer un élément ou un ensemble défectueux . configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . connectique . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . démonter un équipement . former un public à le utilisation de un équipement . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . installer ou configurer un équipement dans le environnement client . installer , entretenir et dépanner un équipement informatique . intervenir sur site sur client dans le cadre de un organisation . intervenir à distance dans le cadre de un organisation . intégrer un composant de équipement informatique ou bureautique . lecture de plan , de schéma . procédure de entretien de matériel informatique . renseigner le support de suivi de intervention et transmettre le information au service concerner . réaliser le opération de nettoyage et de réglage sur le matériel et équipement . réaliser un câblage réseau de matériel informatique ou bureautique . réaliser un configuration standard sur un poste de travail . réglementation sur le déchet de équipement électrique et électronique deee . système de exploitation window . utilisation de appareil de mesure électrique multimètre . utilisation de système informatique embarquer ou fixe . évaluer le délai de un prestation . autonomie . capacité de adaptation . rigueur"
140bdcx,technicien de maintenance informatique,changer ou réparer un élément ou un ensemble défectueux . configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement
141mmhd,technicien de maintenance informatique,configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . renseigner le support de suivi de intervention et transmettre le information au service concerner
142mclh,technicien de maintenance informatique,"configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . renseigner le support de suivi de intervention et transmettre le information au service concerner . organisation adaptation rigeur . travail en équipe . écoute , analyse , esprit de synthese . autonomie . rigueur"
142nqkk,technicien de maintenance informatique,configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . renseigner le support de suivi de intervention et transmettre le information au service concerner
142pmvv,technicien de maintenance informatique,changer ou réparer un élément ou un ensemble défectueux . configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . réactivité . travail en équipe . rigueur
143ymwh,technicien de maintenance informatique,sens de le communication . autonomie . sens de le organisation
144gqzp,technicien de maintenance informatique,changer ou réparer un élément ou un ensemble défectueux . configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . bon connaissance et expérience sur le outil . capacité de adaptation . autonomie . rigueur
144rmkv,technicien de maintenance informatique,"changer ou réparer un élément ou un ensemble défectueux . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . identifier un ressource nécessaire à le résolution de un dysfonctionnement . informatique . système de exploitation linux . système de exploitation windows . démonter un équipement . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . installer , entretenir et dépanner un équipement informatique . réaliser le opération de nettoyage et de réglage sur le matériel et équipement . élaborer un proposition commercial . établir un devis de intervention . évaluer le coût de un prestation . évaluer le délai de un prestation . sens de le communication . autonomie . sens de le organisation"
144rzyn,technicien de maintenance informatique,configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . procédure de déploiement de installation . renseigner le support de suivi de intervention et transmettre le information au service concerner . gestion de stress . travail en équipe . sens de le communication
144tfrv,technicien de maintenance informatique,changer ou réparer un élément ou un ensemble défectueux . configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement
144tsmx,technicien de maintenance informatique,configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . renseigner le support de suivi de intervention et transmettre le information au service concerner . curiosité . autonomie . rigueur
144zgqd,technicien de maintenance informatique,avoir le aide environnement informatique . configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . renseigner le support de suivi de intervention et transmettre le information au service concerner
145fblm,technicien de maintenance informatique,configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . travail en équipe . rigueur
145frjx,technicien de maintenance informatique,changer ou réparer un élément ou un ensemble défectueux . configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . capacité de adaptation . réactivité . sens de le communication
145ftty,technicien de maintenance informatique,changer ou réparer un élément ou un ensemble défectueux . configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . capacité de adaptation . sens de le organisation . rigueur
145jpgt,technicien de maintenance informatique,changer ou réparer un élément ou un ensemble défectueux . configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . réactivité . autonomie . sens de le organisation
145jtrb,technicien de maintenance informatique,changer ou réparer un élément ou un ensemble défectueux . configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement
145kgrc,technicien de maintenance informatique,changer ou réparer un élément ou un ensemble défectueux . configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . curiosité . gestion de stress . sens de le communication
145ngnj,technicien de maintenance informatique,changer ou réparer un élément ou un ensemble défectueux . configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . rigueur . sens de le organisation . travail en équipe
145pcjw,technicien de maintenance informatique,changer ou réparer un élément ou un ensemble défectueux . configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement
145qthh,technicien de maintenance informatique,"changer ou réparer un élément ou un ensemble défectueux . configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . linux . photoshop , after effects , maya , nuke . connaissance macos /windows être un plus . capacité de adaptation . travail en équipe . autonomie"
145qtwc,technicien de maintenance informatique,"diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . installer ou configurer un serveur réseau . installer ou configurer un équipement dans le environnement client . configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . installer , entretenir et dépanner un équipement informatique . règle de sécurité informatique et télécommunication . système de exploitation informatique vmware virtualisation de architecture . système de exploitation window . réactivité . sens de le communication . autonomie"
145qvky,technicien de maintenance informatique,configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . renseigner le support de suivi de intervention et transmettre le information au service concerner
145rsyx,technicien de maintenance informatique,configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . renseigner le support de suivi de intervention et transmettre le information au service concerner
145tdxb,technicien de maintenance informatique,configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . renseigner le support de suivi de intervention et transmettre le information au service concerner . capacité de adaptation . gestion de stress . sens de le communication
145wgqb,technicien de maintenance informatique,configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . renseigner le support de suivi de intervention et transmettre le information au service concerner
145xgdt,technicien de maintenance informatique,configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . renseigner le support de suivi de intervention et transmettre le information au service concerner . travail en équipe . autonomie . sens de le organisation
145xqgd,technicien de maintenance informatique,changer ou réparer un élément ou un ensemble défectueux . configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement
145xvyk,technicien de maintenance informatique,"changer ou réparer un élément ou un ensemble défectueux . configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . démonter un équipement . identifier un ressource nécessaire à le résolution de un dysfonctionnement . installer ou configurer un serveur réseau . installer , entretenir et dépanner un équipement informatique . intervenir sur site sur client dans le cadre de un organisation . réactivité . autonomie . sens de le organisation"
145yyqf,technicien de maintenance informatique,configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . renseigner le support de suivi de intervention et transmettre le information au service concerner . sens de le communication . autonomie . rigueur
145yysk,technicien de maintenance informatique,configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . renseigner le support de suivi de intervention et transmettre le information au service concerner
145zjcd,technicien de maintenance informatique,configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . renseigner le support de suivi de intervention et transmettre le information au service concerner
145zpxn,technicien de maintenance informatique,permettre . changer ou réparer un élément ou un ensemble défectueux . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . renseigner le support de suivi de intervention et transmettre le information au service concerner . persévérance . autonomie . rigueur
145zznr,technicien de maintenance informatique,"configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier le phase de intervention à partir de information de diagnostic help desk , de le hot line , un dossier constructeur . installer ou configurer un équipement dans le environnement client . installer , entretenir et dépanner un équipement informatique . technologie de fibre optique . capacité de adaptation . réactivité . autonomie"
146bhzm,technicien de maintenance informatique,changer ou réparer un élément ou un ensemble défectueux . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . identifier un ressource nécessaire à le résolution de un dysfonctionnement . renseigner le support de suivi de intervention et transmettre le information au service concerner
146bkgm,technicien de maintenance informatique,"assister techniquement de collaborateur . configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . former un public à le utilisation de un équipement . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . installer , entretenir et dépanner un équipement informatique . procédure de entretien de matériel informatique . renseigner le support de suivi de intervention et transmettre le information au service concerner . réaliser un configuration standard sur un poste de travail . système de exploitation windows . évaluer le coût de un prestation . évaluer le délai de un prestation . changer ou réparer un élément ou un ensemble défectueux . démonter un équipement . déployer un mode de fonctionnement dégrader solution de attente de un équipement informatique ou bureautique . electricité . informatique . installer ou configurer un serveur réseau . intervenir à distance dans le cadre de un organisation . intégrer un composant de équipement informatique ou bureautique . logiciel de gestion de parc informatique . procédure de déploiement de installation . protection de donnée numérique . renseigner un système de suivi de stock . règle de sécurité informatique et télécommunication . réaliser le opération de nettoyage et de réglage sur le matériel et équipement . réaliser un câblage réseau de matériel informatique ou bureautique . sens de le communication . autonomie . rigueur"
146bljg,technicien de maintenance informatique,configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . renseigner le support de suivi de intervention et transmettre le information au service concerner . travail en équipe . autonomie . rigueur
146blsk,technicien de maintenance informatique,changer ou réparer un élément ou un ensemble défectueux . configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . identifier un ressource nécessaire à le résolution de un dysfonctionnement . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . sens de le communication . autonomie . sens de le organisation
146blxl,technicien de maintenance informatique,changer ou réparer un élément ou un ensemble défectueux . configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . identifier un ressource nécessaire à le résolution de un dysfonctionnement . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . sens de le communication . autonomie . sens de le organisation
146bsjp,technicien de maintenance informatique,configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . renseigner le support de suivi de intervention et transmettre le information au service concerner
146dtjp,technicien de maintenance informatique,configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . renseigner le support de suivi de intervention et transmettre le information au service concerner . réactivité . travail en équipe . sens de le organisation
146dwvy,technicien de maintenance informatique,configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . renseigner le support de suivi de intervention et transmettre le information au service concerner . sens de le communication . sens de le organisation
146flym,technicien de maintenance informatique,configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . renseigner le support de suivi de intervention et transmettre le information au service concerner
146fnyt,technicien de maintenance informatique,configurer le poste de travail à besoin de le utilisateur et effectuer le test de fonctionnement . diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel . guider le utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle de système à distance . identifier un ressource nécessaire à le résolution de un dysfonctionnement . renseigner le support de suivi de intervention et transmettre le information au service concerner
